"TIME","GEO","INDIC_ET","SITC06","PARTNER","Value","Flag and Footnotes"
"2018","Finland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2018","Sweden","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.2",""
"2018","Sweden","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.9",""
"2018","United Kingdom","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","13.6",""
"2018","United Kingdom","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","11.1",""
"2019","European Union - 27 countries (from 2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2019","European Union - 27 countries (from 2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)",":",""
"2019","European Union - 28 countries (2013-2020)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2019","European Union - 28 countries (2013-2020)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","100.0",""
"2019","Belgium","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.6",""
"2019","Belgium","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","5.4",""
"2019","Bulgaria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2019","Bulgaria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2019","Czechia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.9",""
"2019","Czechia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2019","Denmark","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2019","Denmark","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.0",""
"2019","Germany (until 1990 former territory of the FRG)","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","17.8",""
"2019","Germany (until 1990 former territory of the FRG)","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","27.1",""
"2019","Estonia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Estonia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Ireland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.5",""
"2019","Ireland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.9",""
"2019","Greece","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2019","Greece","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2019","Spain","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","6.7",""
"2019","Spain","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","4.9",""
"2019","France","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","9.1",""
"2019","France","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.5",""
"2019","Croatia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Croatia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Italy","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.4",""
"2019","Italy","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","10.3",""
"2019","Cyprus","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2019","Cyprus","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2019","Latvia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Latvia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Lithuania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2019","Lithuania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2019","Luxembourg","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.2",""
"2019","Luxembourg","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2019","Hungary","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.4",""
"2019","Hungary","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.0",""
"2019","Malta","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2019","Malta","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.1",""
"2019","Netherlands","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","15.1",""
"2019","Netherlands","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","8.3",""
"2019","Austria","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.8",""
"2019","Austria","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2019","Poland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.6",""
"2019","Poland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.3",""
"2019","Portugal","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2019","Portugal","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2019","Romania","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.1",""
"2019","Romania","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2019","Slovenia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.7",""
"2019","Slovenia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.5",""
"2019","Slovakia","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.8",""
"2019","Slovakia","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.6",""
"2019","Finland","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","0.9",""
"2019","Finland","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","1.3",""
"2019","Sweden","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","2.1",""
"2019","Sweden","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","3.0",""
"2019","United Kingdom","Share of imports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","15.2",""
"2019","United Kingdom","Share of exports by Member State (%)","Total - all products","Extra-EU28 (2013-2020)","11.1",""
